 coating x n_core k_core n_shell k_shell lambda
11347740 0.060 4.284 1.467 0.026 1.465 0.000 220.000
11347984 0.060 21.991 1.485 0.029 1.518 0.000 100.000
1135509 0.000 8.145 1.459 0.048 1.399 0.127 5400.000
11355174 0.060 0.698 1.656 0.369 1.820 0.565 90000.000
11356964 0.060 2.827 1.506 0.063 1.729 0.191 20000.000
11357036 0.060 628.319 1.486 0.019 1.518 0.000 100.000
1135821 0.000 8.778 1.445 0.068 1.322 0.122 6800.000
11358445 0.060 4.937 1.368 0.022 1.301 0.099 7000.000
11366496 0.060 10.899 1.403 0.013 1.503 0.035 4900.000
11366700 0.060 1.571 2.351 0.411 1.580 0.184 40000.000
11367657 0.060 18.480 1.441 0.018 1.504 0.022 850.000
11367839 0.060 38.666 1.441 0.016 1.505 0.022 650.000
11375111 0.060 0.683 1.436 0.029 1.506 0.034 4600.000
11377019 0.060 3.696 1.450 0.019 1.504 0.022 850.000
1137746 0.000 8.407 1.390 0.059 1.289 0.138 7100.000
11378447 0.060 0.661 1.428 0.014 1.503 0.022 950.000
11381183 0.060 4.435 1.453 0.036 1.510 0.033 4250.000
11383140 0.060 109.956 1.479 0.068 1.530 0.022 200.000
1138640 0.000 23.562 1.418 0.005 1.427 0.000 400.000
1138724 0.000 2.856 1.402 0.008 1.400 0.104 4400.000
11388495 0.060 0.725 1.445 0.032 1.513 0.042 3900.000
11393392 0.060 17.802 1.480 0.034 1.520 0.131 3000.000
11399064 0.060 1.178 1.789 0.171 1.580 0.184 40000.000
11402906 0.060 2.356 1.575 0.400 1.564 0.187 20000.000
11407201 0.060 1.257 1.430 0.007 1.517 0.022 250.000
11413480 0.060 0.942 1.496 0.022 1.520 0.131 3000.000
11413910 0.060 24.435 1.494 0.020 1.503 0.022 900.000
11416654 0.060 12.823 1.389 0.008 1.503 0.035 4900.000
1142040 0.000 15.708 1.485 0.029 1.527 0.000 100.000
11423469 0.060 4.333 1.422 0.021 1.451 0.062 4350.000
11424938 0.060 5.027 1.443 0.017 1.456 0.011 500.000
11427136 0.060 1.778 1.399 0.027 1.439 0.078 5300.000
11432048 0.060 1.571 2.191 0.486 1.722 0.208 40000.000
11434357 0.060 6.283 1.470 0.053 1.484 0.011 250.000
11436922 0.060 4.384 1.413 0.014 1.452 0.062 4300.000
11436982 0.060 5.236 1.416 0.015 1.453 0.062 4200.000
11437095 0.060 37.699 1.430 0.013 1.453 0.011 750.000
11437245 0.060 5.082 1.335 0.066 1.408 0.080 6800.000
11438940 0.060 125.664 1.488 0.072 1.502 0.011 200.000
11445208 0.060 167.552 1.479 0.028 1.474 0.011 300.000
11448486 0.060 219.911 1.485 0.043 1.538 0.011 100.000
11448864 0.060 170.170 1.448 0.031 1.488 0.011 240.000
11449608 0.060 3.927 1.486 0.043 1.488 0.011 240.000
11457922 0.060 25.133 1.451 0.014 1.456 0.011 500.000
11460477 0.060 11.278 1.417 0.021 1.453 0.071 3900.000
11462650 0.060 13.464 1.483 0.051 1.453 0.062 4200.000
11464346 0.060 3.054 1.541 0.270 1.621 0.154 14400.000
11464374 0.060 67.320 1.448 0.012 1.454 0.011 700.000
11468379 0.060 1.780 1.595 0.144 1.666 0.154 30000.000
1146844 0.000 8.037 1.490 0.055 1.402 0.105 4300.000
1147571 0.000 0.571 1.450 0.011 1.418 0.000 550.000
1148116 0.000 31.416 1.485 0.019 1.527 0.000 100.000
11485139 0.060 62.832 1.463 0.023 1.423 0.000 450.000
11488293 0.060 10.472 1.471 0.069 1.483 0.000 210.000
11490554 0.060 2.142 1.441 0.031 1.400 0.104 4400.000
11491529 0.060 91.831 1.464 0.020 1.416 0.000 650.000
11493008 0.060 157.080 1.472 0.058 1.471 0.000 240.000
11503739 0.060 5.585 1.453 0.017 1.423 0.000 450.000
11503806 0.060 4.039 1.449 0.016 1.416 0.000 700.000
11507142 0.060 1.428 1.487 0.049 1.479 0.000 220.000
11510822 0.060 15.708 1.444 0.029 1.410 0.107 4000.000
11511235 0.060 6.830 1.447 0.026 1.475 0.000 230.000
11511426 0.060 6.283 1.423 0.007 1.427 0.000 400.000
11522826 0.060 9.425 1.449 0.011 1.487 0.000 200.000
11523847 0.060 9.389 1.401 0.006 1.401 0.104 4350.000
11527630 0.060 8.568 1.445 0.031 1.400 0.104 4400.000
11530063 0.060 7.854 1.500 0.060 1.208 0.391 8000.000
11530711 0.060 5.141 1.404 0.000 1.418 0.000 550.000
11537467 0.060 111.701 1.459 0.023 1.535 0.026 450.000
11539054 0.060 3.491 1.113 0.709 1.513 0.047 9000.000
11542691 0.060 5.364 1.442 0.031 1.539 0.037 4100.000
11543209 0.060 4.712 1.906 0.814 1.499 0.050 10000.000
11543266 0.060 7.285 1.354 0.088 1.528 0.047 6900.000
11547009 0.060 204.886 1.465 0.060 1.547 0.026 230.000
11548599 0.060 4.039 1.371 0.088 1.530 0.045 7000.000
11550980 0.060 178.024 1.461 0.028 1.539 0.026 300.000
11556870 0.060 198.968 1.460 0.026 1.539 0.026 300.000
11564228 0.060 2.836 1.587 0.461 1.534 0.095 14400.000
11569368 0.060 1.366 1.350 0.047 1.528 0.047 6900.000
1157005 0.000 31.416 1.447 0.024 1.526 0.026 2000.000
11577732 0.060 8.624 1.476 0.050 1.530 0.042 5100.000
11581397 0.060 4.937 1.362 0.030 1.530 0.045 7000.000
11581633 0.060 10.244 1.396 0.007 1.535 0.038 4600.000
11582687 0.060 0.683 1.489 0.055 1.535 0.038 4600.000
11595071 0.060 62.832 1.457 0.022 1.474 0.013 750.000
11600437 0.060 1.632 1.677 0.745 1.670 0.148 15400.000
11603895 0.060 1.257 1.392 0.009 1.458 0.069 5000.000
11609202 0.060 2.513 1.434 0.013 1.477 0.013 500.000
11613474 0.060 26.180 1.470 0.051 1.508 0.013 240.000
11613630 0.060 2.464 1.408 0.022 1.459 0.074 5100.000
11613671 0.060 20.944 1.450 0.017 1.474 0.013 750.000
11619868 0.060 62.832 1.449 0.014 1.475 0.013 600.000
11640751 0.060 119.680 1.490 0.028 1.517 0.013 210.000
11644618 0.060 6.283 1.497 0.059 1.475 0.072 4000.000
11646279 0.060 22.848 1.404 0.000 1.476 0.013 550.000
11652240 0.060 21.991 1.458 0.023 1.421 0.000 1000.000
11654082 0.060 85.680 1.480 0.084 1.493 0.000 220.000
11654096 0.060 23.562 1.452 0.021 1.426 0.000 800.000
11654931 0.060 7.461 1.102 0.083 1.196 0.442 8000.000
11655273 0.060 1.257 1.441 0.018 1.427 0.000 750.000
11657684 0.060 15.708 1.464 0.024 1.439 0.000 400.000
116708 0.000 12.566 1.456 0.054 1.396 0.249 3000.000
11672089 0.060 12.277 1.431 0.025 1.410 0.118 4350.000
11674111 0.060 238.761 1.450 0.036 1.482 0.000 250.000
11675782 0.060 214.199 1.486 0.056 1.493 0.000 220.000
11677754 0.060 1.178 2.000 0.387 1.978 0.182 40000.000
1168003 0.000 4.320 1.149 0.069 1.521 0.045 8000.000
11680748 0.060 15.708 1.479 0.022 1.439 0.000 400.000
11681640 0.060 10.695 1.461 0.041 1.401 0.115 4700.000
11682909 0.060 125.664 1.480 0.048 1.518 0.000 150.000
11686735 0.060 2.244 1.444 0.072 1.294 0.121 7000.000
1168700 0.000 3.142 1.486 0.080 1.573 0.026 100.000
11687599 0.060 11.054 1.459 0.048 1.413 0.138 5400.000
11689586 0.060 9.106 1.397 0.059 1.309 0.127 6900.000
11691914 0.060 2.244 1.486 0.020 1.428 0.000 700.000
1169392 0.000 23.562 1.468 0.023 1.536 0.026 400.000
11696443 0.060 25.872 1.400 0.002 1.424 0.000 850.000
11699543 0.060 1.478 1.445 0.011 1.424 0.000 850.000
11700847 0.060 52.911 1.444 0.011 1.422 0.000 950.000
11705694 0.060 0.714 1.417 0.019 1.564 0.042 4400.000
11707094 0.060 2.618 1.472 0.070 1.570 0.030 240.000
11708001 0.060 3.142 1.322 0.093 1.560 0.047 7000.000
11708414 0.060 14.661 1.458 0.064 1.570 0.084 3000.000
11714109 0.060 62.832 1.441 0.016 1.562 0.030 650.000
11715398 0.060 47.124 1.487 0.089 1.575 0.030 200.000
11720950 0.060 0.513 1.428 0.025 1.562 0.042 4900.000
11721572 0.060 5.544 1.421 0.027 1.560 0.044 5100.000
11721908 0.060 235.619 1.487 0.080 1.575 0.030 200.000
11723242 0.060 3.342 1.418 0.020 1.563 0.042 4700.000
11726255 0.060 0.898 1.474 0.026 1.565 0.030 350.000
11730872 0.060 2.464 1.384 0.013 1.560 0.044 5100.000
11733530 0.060 11.690 1.459 0.040 1.565 0.041 4300.000
11733770 0.060 62.832 1.474 0.022 1.561 0.030 1000.000
11737038 0.060 157.080 1.455 0.037 1.572 0.030 220.000
11737528 0.060 0.628 1.953 0.570 1.600 0.117 90000.000
1173786 0.000 188.496 1.470 0.064 1.553 0.026 200.000
11740480 0.060 2.565 1.425 0.024 1.562 0.042 4900.000
11742271 0.060 1.478 1.408 0.010 1.565 0.041 4250.000
1174605 0.000 1.450 1.469 0.020 1.534 0.026 650.000
11746977 0.060 25.133 1.439 0.015 1.557 0.030 2000.000
11748205 0.060 34.907 1.416 0.005 1.563 0.030 450.000
11756101 0.060 5.464 1.489 0.055 1.563 0.042 4600.000
11756336 0.060 41.888 1.490 0.020 1.562 0.030 900.000
11760647 0.060 1.990 1.508 0.064 1.606 0.106 30000.000
11762629 0.060 4.080 1.488 0.173 1.568 0.087 15400.000
11766126 0.060 78.540 1.446 0.017 1.496 0.015 600.000
11766307 0.060 161.568 1.455 0.027 1.509 0.015 350.000
11766395 0.060 12.435 1.401 0.012 1.480 0.078 4800.000
11767633 0.060 5.464 1.418 0.020 1.483 0.079 4600.000
11770323 0.060 0.898 2.293 0.254 1.758 0.387 70000.000
11771118 0.060 0.885 1.306 0.084 1.422 0.100 7100.000
11771259 0.060 104.720 1.482 0.085 1.550 0.015 150.000
11775868 0.060 53.407 1.452 0.021 1.491 0.015 1000.000
11775928 0.060 62.832 1.451 0.021 1.492 0.015 900.000
11776038 0.060 261.799 1.474 0.064 1.528 0.015 240.000
11776348 0.060 3.927 1.463 0.055 1.528 0.015 240.000
11790194 0.060 0.707 1.465 0.042 1.492 0.081 4000.000
11797813 0.060 2.957 1.448 0.015 1.493 0.015 850.000
11806186 0.060 31.416 1.402 0.005 1.491 0.015 1000.000
11808440 0.060 6.830 1.463 0.067 1.434 0.087 6900.000
11815933 0.060 7.854 1.440 0.031 1.480 0.078 4800.000
11819964 0.060 9.617 1.389 0.008 1.479 0.078 4900.000
11824525 0.060 4.488 1.463 0.029 1.466 0.000 350.000
11825785 0.060 11.827 1.430 0.025 1.421 0.133 4250.000
11828191 0.060 0.838 1.441 0.018 1.439 0.000 750.000
11830096 0.060 6.283 1.486 0.089 1.545 0.000 100.000
11830914 0.060 37.699 1.461 0.021 1.443 0.000 500.000
11832339 0.060 4.887 1.454 0.020 1.447 0.000 450.000
11832973 0.060 6.444 1.439 0.030 1.414 0.133 3900.000
11842720 0.060 6.160 1.432 0.031 1.408 0.131 5100.000
11843038 0.060 6.637 1.375 0.083 1.281 0.168 7100.000
11844677 0.060 76.794 1.453 0.018 1.447 0.000 450.000
11844762 0.060 8.021 1.422 0.022 1.410 0.128 4700.000
11848111 0.060 2.618 1.450 0.036 1.407 0.127 4800.000
1185102 0.000 5.347 1.398 0.010 1.534 0.038 4700.000
11854777 0.060 259.523 1.486 0.046 1.503 0.000 230.000
11857514 0.060 5.236 1.416 0.006 1.441 0.000 600.000
11858334 0.060 10.472 1.409 0.010 1.422 0.134 4200.000
1185845 0.000 13.659 1.401 0.010 1.535 0.038 4600.000
11859319 0.060 2.646 1.482 0.021 1.434 0.000 950.000
11866398 0.060 14.280 1.481 0.051 1.417 0.132 4400.000
1186658 0.000 1.186 1.449 0.043 1.526 0.047 5300.000
11869843 0.060 191.227 1.438 0.009 1.503 0.000 230.000
11873136 0.060 31.416 1.450 0.011 1.443 0.000 500.000
11874068 0.060 104.720 1.448 0.011 1.441 0.000 600.000
11876617 0.060 2.646 1.391 0.000 1.434 0.000 950.000
11877533 0.060 175.929 1.425 0.000 1.497 0.000 250.000
11879671 0.060 10.681 1.394 0.009 1.591 0.046 5000.000
11883131 0.060 8.861 1.441 0.031 1.593 0.047 3900.000
11884786 0.060 91.630 1.475 0.071 1.595 0.033 240.000
1188626 0.000 3.142 1.473 0.076 1.545 0.108 3000.000
11888478 0.060 2.371 1.399 0.027 1.589 0.049 5300.000
11890836 0.060 5.760 1.345 0.046 1.585 0.056 6000.000
11892051 0.060 3.770 1.436 0.016 1.591 0.033 750.000
11895246 0.060 4.363 1.692 0.671 1.591 0.065 14400.000
11899992 0.060 12.566 1.470 0.022 1.591 0.033 1000.000
11901411 0.060 2.417 1.450 0.016 1.591 0.033 650.000
11902058 0.060 3.142 1.362 0.050 1.585 0.056 6000.000
11908540 0.060 94.248 1.449 0.014 1.591 0.033 600.000
11909456 0.060 62.832 1.485 0.043 1.604 0.033 100.000
11909872 0.060 3.642 1.345 0.054 1.589 0.049 6900.000
11919090 0.060 2.094 1.476 0.080 1.595 0.060 3000.000
1192843 0.000 7.250 1.478 0.047 1.540 0.043 3900.000
11928618 0.060 14.280 1.490 0.027 1.596 0.033 220.000
11932725 0.060 18.480 1.494 0.020 1.591 0.033 850.000
11934979 0.060 5.818 1.363 0.031 1.588 0.050 5400.000
11935112 0.060 2.618 1.463 0.147 1.591 0.065 14400.000
11935136 0.060 81.681 1.405 0.000 1.591 0.033 500.000
11946354 0.060 83.776 1.469 0.033 1.537 0.017 300.000
11950843 0.060 12.293 1.405 0.013 1.502 0.088 4600.000
11956279 0.060 74.256 1.433 0.012 1.517 0.017 550.000
11962355 0.060 102.816 1.428 0.010 1.517 0.017 550.000
11963733 0.060 6.896 1.463 0.041 1.509 0.090 4100.000
11966442 0.060 0.524 1.436 0.014 1.537 0.017 300.000
11968203 0.060 12.976 1.401 0.010 1.502 0.088 4600.000
11972448 0.060 12.566 1.484 0.032 1.575 0.017 100.000
11983080 0.060 8.037 1.443 0.029 1.506 0.089 4300.000
11983872 0.060 0.898 1.404 0.002 1.515 0.017 700.000
11990819 0.060 44.352 1.494 0.020 1.514 0.017 850.000
11993206 0.060 4.145 1.463 0.147 1.765 0.131 14400.000
11994354 0.060 24.435 1.453 0.023 1.620 0.037 900.000
11996098 0.060 2.992 1.422 0.020 1.620 0.050 4200.000
12002845 0.060 83.776 1.441 0.018 1.620 0.037 750.000
12005339 0.060 0.506 1.425 0.022 1.620 0.050 4350.000
12007975 0.060 209.440 1.479 0.074 1.620 0.037 150.000
12011677 0.060 3.142 1.352 0.083 1.620 0.050 7000.000
12011918 0.060 6.776 1.403 0.020 1.620 0.050 5100.000
12014045 0.060 0.628 2.070 0.405 1.620 0.050 70000.000
12023494 0.060 41.888 1.448 0.017 1.620 0.037 900.000
12026959 0.060 34.272 1.477 0.020 1.620 0.037 550.000
12026962 0.060 26.928 1.477 0.021 1.620 0.037 700.000
1202993 0.000 226.195 1.430 0.007 1.543 0.026 250.000
12031787 0.060 0.683 1.488 0.040 1.620 0.037 230.000
12033890 0.060 9.425 1.485 0.039 1.620 0.037 100.000
12036916 0.060 2.400 1.525 0.304 1.620 0.050 14400.000
12037402 0.060 11.262 1.370 0.024 1.620 0.050 5300.000
12044996 0.060 188.496 1.491 0.022 1.620 0.037 300.000
12045147 0.060 13.090 1.488 0.054 1.620 0.050 4800.000
12060439 0.060 108.528 1.442 0.016 1.454 0.000 550.000
12061905 0.060 1.152 2.207 0.698 1.866 0.026 30000.000
12075445 0.060 62.832 1.450 0.016 1.452 0.000 650.000
12076449 0.060 0.536 1.416 0.014 1.433 0.150 4100.000
12078506 0.060 0.554 1.443 0.036 1.418 0.143 5100.000
12078888 0.060 2.094 1.288 0.422 1.767 0.604 9000.000
12079582 0.060 0.593 1.990 0.261 2.020 0.685 90000.000
12081000 0.060 1.414 1.514 0.509 1.895 0.056 20000.000
12081474 0.060 12.420 1.435 0.026 1.428 0.147 4300.000
1208187 0.000 0.503 1.512 0.067 1.590 0.150 50000.000
12083118 0.060 408.407 1.485 0.043 1.554 0.000 100.000
12084948 0.060 7.854 1.465 0.043 1.425 0.145 4400.000
12085661 0.060 2.094 1.480 0.048 1.540 0.000 150.000
12092259 0.060 3.831 1.444 0.029 1.433 0.150 4100.000
12094241 0.060 4.833 1.417 0.021 1.420 0.145 3900.000
12098771 0.060 12.566 1.444 0.030 1.429 0.147 4250.000
12100565 0.060 12.083 1.415 0.020 1.420 0.145 3900.000
12103770 0.060 65.450 1.462 0.017 1.515 0.000 240.000
12106485 0.060 1.068 1.512 0.067 2.010 0.650 50000.000
1210688 0.000 94.248 1.401 0.000 1.534 0.026 600.000
12112576 0.070 1.047 1.466 0.034 1.349 0.000 300.000
12114937 0.070 4.570 1.452 0.019 1.333 0.000 550.000
1211630 0.000 1.571 1.432 0.025 1.475 0.072 4000.000
12117317 0.070 3.770 1.393 0.009 1.325 0.012 5000.000
12121349 0.070 5.437 1.392 0.021 1.313 0.031 5200.000
12128951 0.070 38.666 1.431 0.012 1.332 0.000 650.000
12129098 0.070 6.160 1.385 0.013 1.319 0.022 5100.000
12131089 0.070 4.937 1.390 0.084 1.320 0.034 7000.000
12133294 0.070 62.832 1.450 0.018 1.330 0.000 800.000
12133407 0.070 226.195 1.468 0.047 1.362 0.000 250.000
12137211 0.070 12.566 1.460 0.040 1.345 0.007 4250.000
12140932 0.070 10.959 1.409 0.011 1.343 0.007 4300.000
12146260 0.070 6.283 1.414 0.010 1.351 0.005 4000.000
12151897 0.070 19.842 1.403 0.005 1.328 0.000 950.000
12158416 0.070 13.151 1.402 0.006 1.343 0.007 4300.000
12163783 0.070 179.520 1.491 0.020 1.389 0.000 210.000
12175019 0.070 29.322 1.441 0.018 1.342 0.000 750.000
1218143 0.000 10.349 1.425 0.022 1.470 0.071 4250.000
12188273 0.070 59.840 1.486 0.067 1.403 0.000 210.000
12191833 0.070 0.591 1.412 0.013 1.353 0.021 4250.000
12195735 0.070 0.725 1.445 0.032 1.360 0.043 3900.000
12197725 0.070 0.722 1.407 0.011 1.350 0.021 4350.000
12202209 0.070 2.244 1.585 0.437 1.422 0.229 15400.000
12202845 0.070 0.683 1.447 0.026 1.390 0.000 230.000
12205448 0.070 28.560 1.488 0.042 1.396 0.000 220.000
12208421 0.070 397.935 1.479 0.039 1.441 0.000 150.000
12213491 0.070 2.199 1.544 0.239 1.306 0.076 10000.000
12216944 0.070 0.731 1.490 0.055 1.352 0.021 4300.000
12218596 0.070 6.283 1.457 0.013 1.364 0.000 300.000
12221992 0.070 1.047 1.514 0.068 1.568 0.419 60000.000
1222228 0.000 56.549 1.462 0.023 1.471 0.013 1000.000
12222811 0.070 37.699 1.425 0.000 1.377 0.000 250.000
1222284 0.000 85.272 1.460 0.022 1.474 0.013 700.000
12223588 0.070 8.891 1.369 0.025 1.320 0.052 5300.000
12225616 0.070 53.407 1.454 0.023 1.356 0.004 1000.000
12227537 0.070 56.218 1.447 0.021 1.357 0.004 950.000
12228461 0.070 4.833 1.456 0.020 1.361 0.004 650.000
12231347 0.070 5.027 1.949 0.907 1.258 0.051 10000.000
12233155 0.070 0.550 2.201 0.452 1.529 0.351 80000.000
12233454 0.070 6.632 1.145 0.633 1.298 0.041 9000.000
12238334 0.070 3.653 1.415 0.016 1.371 0.011 4300.000
12238717 0.070 6.400 1.366 0.025 1.333 0.050 5400.000
12243534 0.070 1.571 1.428 0.014 1.356 0.004 1000.000
12247836 0.070 1.327 1.348 0.076 1.347 0.036 7100.000
12252616 0.070 2.827 1.491 0.453 1.494 0.359 20000.000
12255547 0.070 50.265 1.445 0.028 1.388 0.004 250.000
12257247 0.070 0.615 1.462 0.042 1.364 0.013 4600.000
12263329 0.070 3.021 1.463 0.046 1.344 0.033 5200.000
12266725 0.070 0.564 1.417 0.021 1.380 0.033 3900.000
12272622 0.070 0.643 1.400 0.007 1.369 0.012 4400.000
12281783 0.070 0.838 1.452 0.022 1.351 0.002 750.000
12287027 0.070 1.571 2.294 0.777 1.570 0.299 30000.000
122940 0.000 0.995 2.403 0.333 1.529 0.351 60000.000
12295553 0.070 1.100 1.430 0.019 1.327 0.003 2000.000
12296575 0.070 1.466 2.161 0.695 1.570 0.299 30000.000
1229847 0.000 82.165 1.450 0.017 1.475 0.013 650.000
12308266 0.070 13.352 1.419 0.014 1.369 0.014 4000.000
12318004 0.070 13.881 1.438 0.027 1.361 0.016 4300.000
12325333 0.070 6.006 1.351 0.043 1.325 0.054 6800.000
12329368 0.070 5.585 1.387 0.195 1.305 0.069 9000.000
12332336 0.070 1.186 1.486 0.055 1.329 0.047 5300.000
12332641 0.070 4.581 1.488 0.054 1.349 0.019 4800.000
12338746 0.070 204.204 1.445 0.000 1.414 0.002 200.000
12341128 0.070 14.960 1.425 0.022 1.363 0.035 4200.000
12345874 0.070 125.664 1.486 0.096 1.482 0.000 100.000
12350561 0.070 10.681 1.415 0.019 1.342 0.037 5000.000
12352956 0.070 1.571 1.436 0.013 1.356 0.000 600.000
1235469 0.000 0.628 2.050 0.289 1.728 0.387 70000.000
12357469 0.070 104.720 1.483 0.077 1.452 0.000 150.000
12357974 0.070 102.102 1.455 0.020 1.364 0.000 400.000
12358650 0.070 2.856 1.464 0.055 1.410 0.000 220.000
12363365 0.070 87.965 1.468 0.047 1.392 0.000 250.000
12367458 0.070 115.192 1.479 0.028 1.378 0.000 300.000
12376139 0.070 4.488 1.428 0.009 1.371 0.000 350.000
12378774 0.070 4.149 1.461 0.047 1.332 0.064 5300.000
1238455 0.000 13.659 1.485 0.053 1.511 0.013 230.000
12384844 0.070 8.021 1.479 0.050 1.350 0.036 4700.000
12386112 0.070 62.832 1.485 0.029 1.482 0.000 100.000
12388488 0.070 31.416 1.398 0.002 1.352 0.000 900.000
1239249 0.000 0.817 1.907 0.230 1.726 0.360 50000.000
12392632 0.070 109.956 1.452 0.012 1.364 0.000 400.000
12392814 0.070 222.529 1.462 0.017 1.398 0.000 240.000
12392997 0.070 299.199 1.468 0.019 1.416 0.000 210.000
12396853 0.070 96.664 1.399 0.000 1.356 0.000 650.000
12399261 0.070 8.195 1.474 0.077 1.424 0.007 230.000
12402266 0.070 9.358 1.415 0.019 1.390 0.018 4700.000
12405241 0.070 0.615 1.407 0.014 1.392 0.017 4600.000
12407722 0.070 6.016 1.424 0.023 1.390 0.018 4700.000
12408174 0.070 2.513 1.482 0.687 1.508 0.324 20000.000
12408279 0.070 12.293 1.427 0.024 1.392 0.017 4600.000
12408753 0.070 2.793 1.454 0.020 1.393 0.007 450.000
1240949 0.000 36.960 1.449 0.016 1.473 0.013 850.000
12414027 0.070 86.998 1.464 0.020 1.389 0.007 650.000
12415352 0.070 4.928 1.403 0.020 1.379 0.027 5100.000
12416563 0.070 5.386 1.442 0.018 1.399 0.007 350.000
12416745 0.070 12.293 1.461 0.051 1.424 0.007 230.000
12417714 0.070 6.830 1.336 0.067 1.375 0.043 6900.000
12418238 0.070 1.571 1.472 0.023 1.395 0.007 400.000
124192 0.000 117.810 1.467 0.062 1.394 0.004 240.000
12421356 0.070 8.976 1.435 0.026 1.401 0.015 4200.000
1242863 0.000 69.813 1.426 0.009 1.479 0.013 450.000
12432060 0.070 10.472 1.467 0.037 1.419 0.007 240.000
12432532 0.070 2.732 1.386 0.064 1.375 0.043 6900.000
12432566 0.070 31.416 1.449 0.015 1.389 0.007 700.000
12434798 0.070 53.856 1.415 0.007 1.389 0.007 700.000
12438585 0.070 36.376 1.446 0.014 1.386 0.007 950.000
12443613 0.070 0.613 1.446 0.030 1.403 0.014 4100.000
12443785 0.070 11.424 1.450 0.012 1.390 0.007 550.000
12444254 0.070 3.142 1.387 0.195 1.334 0.042 9000.000
12457866 0.070 41.888 1.447 0.021 1.369 0.004 900.000
12458318 0.070 11.704 1.387 0.013 1.359 0.037 5100.000
12466943 0.070 1.346 1.340 0.089 1.347 0.047 7000.000
12471628 0.070 66.759 1.465 0.022 1.371 0.004 800.000
12473391 0.070 6.283 1.352 0.083 1.347 0.047 7000.000
12474979 0.070 29.762 1.428 0.014 1.369 0.004 950.000
12475660 0.070 69.813 1.429 0.014 1.369 0.004 900.000
12476908 0.070 6.732 1.454 0.037 1.382 0.025 4200.000
12478478 0.070 1.047 1.231 0.489 1.348 0.097 9000.000
12479005 0.070 50.265 1.450 0.017 1.371 0.004 750.000
12482647 0.070 188.496 1.487 0.063 1.460 0.004 150.000
12495552 0.070 7.069 1.453 0.014 1.380 0.004 400.000
12496181 0.070 36.960 1.447 0.014 1.370 0.004 850.000
12499220 0.070 2.094 1.486 0.021 1.369 0.004 900.000
12502268 0.070 10.959 1.443 0.029 1.379 0.025 4300.000
1250558 0.000 39.270 1.482 0.021 1.473 0.013 800.000
12507091 0.070 3.770 1.446 0.011 1.371 0.004 750.000
12512219 0.070 0.628 1.613 0.648 1.579 0.378 100000.000
12513091 0.070 59.840 1.484 0.099 1.429 0.000 210.000
12514270 0.070 1.428 1.477 0.083 1.424 0.000 220.000
12519615 0.070 67.021 1.452 0.021 1.366 0.000 750.000
12520362 0.070 2.094 1.441 0.019 1.364 0.000 900.000
12520612 0.070 3.142 1.441 0.019 1.362 0.000 1000.000
12524621 0.070 83.776 1.484 0.087 1.463 0.000 150.000
12532994 0.070 214.199 1.464 0.055 1.424 0.000 220.000
12538016 0.070 42.840 1.459 0.046 1.424 0.000 220.000
12538062 0.070 0.654 1.618 0.540 1.535 0.200 14400.000
12541362 0.070 6.283 1.477 0.058 1.435 0.000 200.000
12541629 0.070 2.646 1.448 0.017 1.363 0.000 950.000
12547630 0.070 31.416 1.459 0.021 1.393 0.000 300.000
12548525 0.070 11.126 1.427 0.025 1.356 0.050 4800.000
12550186 0.070 40.841 1.409 0.007 1.362 0.000 1000.000
12552529 0.070 179.520 1.484 0.023 1.385 0.000 350.000
12560519 0.070 6.283 1.466 0.011 1.463 0.000 150.000
12561779 0.070 46.297 1.397 0.002 1.363 0.000 950.000
12566234 0.070 1.257 1.494 0.020 1.371 0.000 500.000
12566284 0.070 9.425 1.486 0.019 1.491 0.000 100.000
1257808 0.000 15.708 1.448 0.012 1.475 0.013 600.000
